run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,retrieval_metric,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260619_174531,吴兆临,2026-06-19T17:45:31,mfeat-fourier_2000rows_76feat_multiclass,mfeat-fourier,feature_scale,F2_20_100,tabicl,random_k,512,,42,1600,400,100,76,10,0.82,0.8571416083916084,0.8435126642363485,True,0.8534971952438355,0.9006619954981455,0.6386353274186453,0.26202666807950026,187.42158759999438,2198.309211799995,2386.3974630999983,23.863974630999984,4881.1328125,True,,
