run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,retrieval_metric,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260619_000447,吴兆临,2026-06-19T00:04:47,mfeat-zernike_2000rows_47feat_multiclass,mfeat-zernike,feature_scale,F2_20_100,tabicl,retrieval_k,512,euclidean,42,1600,400,100,47,10,0.95,0.9414285714285715,0.9407649558679306,True,0.8945220202207566,0.916434517659639,0.4781845688819885,0.4382499487776505,78.53615669999999,901.0921279999748,988.0965053999971,9.88096505399997,1424.9765625,True,,
