run_id,runner_name,timestamp,dataset,dataset_original_name,experiment_axis,scale_group,model,task_type,total_rows,train_rows,val_rows,fit_rows,test_rows,n_features,n_num_features,n_cat_features,n_classes,encoding,device,model_path,random_seed,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,training_throughput,success,error_type,error_message
run_20260616_205651,XYJ,2026-06-16T20:56:51,pc1_1109rows_21feat_binclass,pc1,sample_scale,A_1000_3000,tabpfn,binclass,1109,709,178,887,222,21,21,0,2,talent_numeric_plus_ordinal_categorical,cpu,C:\Users\11575\Desktop\Tabular-Foundation-Models-Evaluation\.local_models\tabpfn\tabpfn-v2-classifier-finetuned-zk73skhh.ckpt,42,0.9594594594594594,0.7309178743961353,0.7936589899824436,True,0.948523456985886,0.9533641646165802,0.833960043059455,0.11940412155712521,2.6445698000025004,7.09352769999532,20.32426879997365,0.0319528274774564,973.74609375,7043.489644320369,True,,
