run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_180425,吴兆临,2026-06-18T18:04:25,pc1_1109rows_21feat_binclass,pc1,sample_scale,A_1000_3000,tabicl,random_k,256,42,887,222,100,21,2,0.95,0.4947916666666667,0.48717948717948717,True,0.9618385404348373,0.9629684724305806,0.9403698325157166,0.022598639914863994,59.99360809996506,296.479474199994,357.22610729999724,3.5722610729999724,1295.81640625,True,,
