true_label,pred_1,pred_10,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9
1,37,1,0,0,0,0,0,0,0,2
10,0,10,0,0,1,0,1,28,0,0
2,0,0,38,0,0,2,0,0,0,0
3,0,0,0,37,2,0,0,1,0,0
4,0,0,0,0,37,1,2,0,0,0
5,0,0,0,0,0,40,0,0,0,0
6,0,5,1,0,3,0,29,2,0,0
7,0,22,0,0,1,1,1,13,0,2
8,0,1,0,0,1,1,0,0,37,0
9,1,1,0,0,1,0,0,0,0,37
