run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_170006,吴兆临,2026-06-18T17:00:06,mfeat-morphological_2000rows_6feat_multiclass,mfeat-morphological,feature_scale,F1_6_20,tabicl,full,,42,1600,400,100,6,10,0.75,0.7615836940836941,0.7377073906485672,True,0.8076016086339951,0.8487865416208903,0.6840468096733093,0.16473973194758096,4.4512949000018125,25.62213619999966,30.08304809999754,0.3008304809999754,1049.30078125,True,,
