run_id,runner_name,timestamp,dataset,dataset_original_name,experiment_axis,scale_group,model,task_type,total_rows,train_rows,val_rows,fit_rows,test_rows,n_features,n_num_features,n_cat_features,n_classes,encoding,device,model_path,random_seed,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,training_throughput,success,error_type,error_message
run_20260616_204218,陈业伟,2026-06-16T20:42:18,mfeat-morphological_2000rows_6feat_multiclass,mfeat-morphological,feature_scale,F1_6_20,xgboost,multiclass,2000,1280,320,1600,400,6,6,0,10,talent_numeric_plus_ordinal_categorical,cpu,,42,0.7075,0.7074999999999999,0.7062965688611368,True,0.8524953418970108,0.9059509253754633,0.7231967938251984,0.18275413155026488,1.1116792999673635,0.005220699938945472,1.2261433999519795,1.3051749847363681e-05,307.0625,8635.5840216525,True,,
