run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_180046,吴兆临,2026-06-18T18:00:46,mfeat-morphological_2000rows_6feat_multiclass,mfeat-morphological,feature_scale,F1_6_20,tabicl,retrieval_k,256,42,1600,400,100,6,10,0.74,0.7544246031746031,0.7292404590294617,True,0.7946100258827209,0.8392465468999502,0.667567619910607,0.17167892698934317,39.11949229996753,168.17797840003186,207.91209829999934,2.0791209829999935,1094.76171875,True,,
