run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_171348,吴兆临,2026-06-18T17:13:48,pc1_1109rows_21feat_binclass,pc1,sample_scale,A_1000_3000,tabicl,full,,42,887,222,100,21,2,0.98,0.75,0.8281786941580755,True,0.95925297498703,0.9631651171616146,0.7675580084323883,0.19560710872922626,1.0939236000012897,19.943326600001456,21.055487500001618,0.21055487500001618,1245.3203125,True,,
