run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_175703,吴兆临,2026-06-18T17:57:03,mfeat-morphological_2000rows_6feat_multiclass,mfeat-morphological,feature_scale,F1_6_20,tabicl,random_k,256,42,1600,400,100,6,10,0.73,0.7565241702741703,0.7376482495832342,True,0.779187530875206,0.8320131816276132,0.6363626232853642,0.19565055834224898,41.48237359998893,181.37901369998508,223.58739549999882,2.235873954999988,1101.234375,True,,
