run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,retrieval_metric,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_222434,吴兆临,2026-06-18T22:24:34,mfeat-morphological_2000rows_6feat_multiclass,mfeat-morphological,feature_scale,F1_6_20,tabicl,retrieval_k,64,weighted_euclidean,42,1600,400,100,6,10,0.67,0.684222582972583,0.6696549300723873,True,0.7949470412731171,0.8716085975739494,0.6393008512077909,0.23230774636615847,37.27496749997954,55.14738190006028,92.99360399999568,0.9299360399999569,565.8984375,True,,
