run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,retrieval_metric,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_221705,smoke_distance_k64,2026-06-18T22:17:05,pc1_1109rows_21feat_binclass,pc1,sample_scale,A_1000_3000,tabicl,retrieval_k,64,weighted_euclidean,42,887,222,1,21,2,1.0,1.0,1.0,True,1.0,1.0,nan,nan,0.6706926999977441,1.5594761000029393,2.2646596999984467,2.2646596999984467,565.65625,True,,
