true_label,pred_1,pred_10,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9
1,38,0,0,0,0,0,0,0,0,2
10,0,39,0,0,1,0,0,0,0,0
2,0,0,39,0,0,0,0,0,1,0
3,0,0,0,40,0,0,0,0,0,0
4,0,0,0,1,39,0,0,0,0,0
5,0,1,0,0,0,39,0,0,0,0
6,0,1,1,0,2,0,36,0,0,0
7,1,0,0,0,0,0,0,38,0,1
8,0,2,0,0,0,0,0,0,38,0
9,0,0,0,0,0,0,0,0,0,40
