run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,retrieval_metric,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260619_190808,吴兆临,2026-06-19T19:08:08,sylvine_5124rows_20feat_binclass,sylvine,sample_scale,B_3000_10000,tabicl,random_k,512,,42,4099,1025,100,20,2,0.89,0.8938177438779606,0.8899889988998899,True,0.9386299198865891,0.9620263121101293,0.749331837350672,0.21269447475945735,109.50749760000326,1079.9365519000057,1190.0765154999972,11.900765154999972,4808.1484375,True,,
