model,dataset,experiment_axis,scale_group,metric,mean,std,min,max,relative_std,n_runs
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,mean_confidence,0.9745491409860604,0.0,0.9745491409860604,0.9745491409860604,0.0,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,correct_mean_confidence,0.9842763662701072,0.0,0.9842763662701072,0.9842763662701072,0.0,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,wrong_mean_confidence,0.8093569642324222,0.0,0.8093569642324222,0.8093569642324222,0.0,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,confidence_gap,0.1749194020376848,0.0,0.1749194020376848,0.1749194020376848,0.0,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,fit_time_seconds,0.3824827500038736,0.26156806146574013,0.1975261999996291,0.5674393000081182,0.6838689103314884,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,predict_time_seconds,0.00667889999203905,0.0031029259662656333,0.0044847999997728,0.0088729999843053,0.46458637948826637,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,wall_time_seconds,0.521049949985354,0.4098212005530735,0.2312626000002637,0.8108372999704443,0.7865295842837965,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,seconds_per_test_sample,6.5159999922332465e-06,3.0272448451372366e-06,4.375414633924687e-06,8.656585350541807e-06,0.4645863794882696,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,peak_memory_mb,160.263671875,20.43151898608161,145.81640625,174.7109375,0.12748690172291494,2
lightgbm,sylvine_5124rows_20feat_binclass,sample_scale,B_3000_10000,training_throughput,279753.57635280513,191314.77342172965,144473.60272513225,415033.54998047807,0.6838689103314883,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,accuracy,0.827,0.0,0.827,0.827,0.0,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,balanced_accuracy,0.6685162933951249,0.0,0.6685162933951249,0.6685162933951249,0.0,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,macro_f1,0.6956106349773291,0.0,0.6956106349773291,0.6956106349773291,0.0,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,mean_confidence,0.8379436119993529,2.785906687888973e-08,0.8379435923000177,0.8379436316986879,3.324694702596676e-08,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,correct_mean_confidence,0.8551297791839751,2.1328242018505984e-08,0.8551297641026305,0.8551297942653197,2.494152646497575e-08,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,wrong_mean_confidence,0.7557877723364472,5.9078674949858066e-08,0.7557877305615155,0.7557878141113789,7.816833919821415e-08,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,confidence_gap,0.09934200684752789,3.7750432901912856e-08,0.0993419801539408,0.099342033541115,3.8000473414889816e-07,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,fit_time_seconds,0.938907250020975,0.21607761945464216,0.7861173000419512,1.0916971999999987,0.23013734258609148,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,predict_time_seconds,894.5710126500003,451.6608736435575,575.1985461000004,1213.9434792000002,0.5048910229111898,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,wall_time_seconds,1715.3422334499949,777.2458949237712,1165.7463904999895,2264.9380764,0.45311418314497487,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,seconds_per_test_sample,0.149095168775,0.07527681227392627,0.09586642435,0.2023239132,0.50489102291119,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,peak_memory_mb,15192.328125,4175.592601156308,12239.73828125,18144.91796875,0.2748487635864768,2
tabicl,default_of_credit_card_clients_30000rows_23feat_binclass,sample_scale,C_10000_30000,training_throughput,603909.9985770647,138982.24223369596,505634.7126291069,702185.2845250225,0.23013734258609148,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,accuracy,0.8259072117593018,0.0,0.8259072117593018,0.8259072117593018,0.0,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,balanced_accuracy,0.6004442183974592,0.0,0.6004442183974592,0.6004442183974592,0.0,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,macro_f1,0.6202892414602437,0.0,0.6202892414602437,0.6202892414602437,0.0,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,mean_confidence,0.8423219212819855,4.232108905046873e-08,0.8423218913564564,0.8423219512075145,5.02433665575953e-08,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,correct_mean_confidence,0.8606759210648606,4.56629926955304e-08,0.8606758887762488,0.8606759533534724,5.305480446000445e-08,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,wrong_mean_confidence,0.7552493840534643,2.6466886385481413e-08,0.7552493653385495,0.7552494027683792,3.5043903304405494e-08,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,confidence_gap,0.10542653701139626,1.9196106319862057e-08,0.1054265234376993,0.1054265505850932,1.8208040275274357e-07,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,fit_time_seconds,0.6309263499861117,0.062018285188456625,0.5870727999717928,0.6747799000004306,0.09829718665232764,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,predict_time_seconds,105.07655020000493,26.307314955711565,86.474469400011,123.67863099999886,0.2503633294549323,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,wall_time_seconds,213.56622270000844,51.12096922523175,177.41823870001826,249.7142066999986,0.23936823238682362,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,seconds_per_test_sample,0.048266674414333896,0.012084205308089837,0.0397218508957331,0.0568114979329347,0.2503633294549325,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,peak_memory_mb,10037.359375,225.9648107629261,9877.578125,10197.140625,0.02251237624566233,2
tabicl,jm1_10885rows_21feat_binclass,sample_scale,C_10000_30000,training_throughput,291247.5521278889,28628.81499354858,271003.92290861555,311491.1813471622,0.09829718665232752,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,accuracy,0.8767772511848341,0.0,0.8767772511848341,0.8767772511848341,0.0,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,balanced_accuracy,0.6692092221503987,0.0,0.6692092221503987,0.6692092221503987,0.0,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,macro_f1,0.7050537634408602,0.0,0.7050537634408602,0.7050537634408602,0.0,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,mean_confidence,0.8830919209955992,3.565503534530809e-08,0.883091895783682,0.8830919462075165,4.037522538436378e-08,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,correct_mean_confidence,0.9059857964515687,4.2602490205954914e-08,0.905985766327059,0.9059858265760784,4.702335331614916e-08,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,wrong_mean_confidence,0.7201931917896638,1.3778777440063999e-08,0.7201931820465968,0.7201932015327307,1.9132057338426165e-08,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,confidence_gap,0.18579260466190484,5.638126758714045e-08,0.1857925647943282,0.1857926445294815,3.0346346502725436e-07,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,fit_time_seconds,0.7591401500071697,0.46163261147714146,0.4327166000148281,1.0855636999995113,0.6080993232577431,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,predict_time_seconds,15.358953399991151,8.192334388715514,9.566098199982662,21.15180859999964,0.5333914476698806,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,wall_time_seconds,34.128736549986115,16.49380271879615,22.465856799972244,45.79161629999999,0.48328196077926183,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,seconds_per_test_sample,0.036395624170595095,0.019413114665202638,0.0226684791468783,0.0501227691943119,0.5333914476698812,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,peak_memory_mb,2331.38671875,18.351630680482117,2318.41015625,2344.36328125,0.007871551524631468,2
tabicl,kc1_2109rows_21feat_binclass,sample_scale,A_1000_3000,training_throughput,57252.89741155048,34815.44817050883,32634.6579201349,81871.13690296606,0.608099323257743,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,accuracy,0.9825,0.0,0.9825,0.9825,0.0,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,balanced_accuracy,0.9825,0.0,0.9825,0.9825,0.0,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,macro_f1,0.9824984372558212,0.0,0.9824984372558212,0.9824984372558212,0.0,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,mean_confidence,0.9924362633377314,8.534736691568275e-09,0.9924362573027612,0.9924362693727016,8.599783186946947e-09,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,correct_mean_confidence,0.9949570214778716,8.15053545945147e-09,0.9949570157145726,0.9949570272411704,8.191846766752771e-09,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,wrong_mean_confidence,0.8509136991841453,3.010489180471068e-08,0.8509136778967721,0.8509137204715184,3.5379488934747674e-08,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,confidence_gap,0.1440433222937263,2.195435626675459e-08,0.1440433067696521,0.1440433378178005,1.5241495348174704e-07,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,fit_time_seconds,1.363664600008292,0.012671636373378382,1.354704399999946,1.372624800016638,0.009292340927014846,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,predict_time_seconds,115.9272627499953,39.464207659242724,88.02185389999067,143.8326715999999,0.34042214681071065,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,wall_time_seconds,227.3567251499893,75.43127879569705,174.01875639997888,280.6946938999997,0.33177500575773317,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,seconds_per_test_sample,0.2898181568749882,0.09866051914810677,0.2200546347499767,0.3595816789999997,0.34042214681071054,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,peak_memory_mb,14678.591796875,3253.075130343216,12378.3203125,16978.86328125,0.22162038261979464,2
tabicl,mfeat-factors_2000rows_216feat_multiclass,feature_scale,F3_100_300,training_throughput,253445.69442323287,2355.1037990646832,251780.38455651604,255111.00428994972,0.00929234092701476,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,accuracy,0.9225,0.0,0.9225,0.9225,0.0,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,balanced_accuracy,0.9225,0.0,0.9225,0.9225,0.0,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,macro_f1,0.9222297786874092,0.0,0.9222297786874092,0.9222297786874092,0.0,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,mean_confidence,0.9158495483547449,4.815277442683661e-08,0.9158495143055916,0.9158495824038982,5.257716675554349e-08,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,correct_mean_confidence,0.9384591959840882,5.3111882253869586e-08,0.9384591584283162,0.9384592335398604,5.6594769896388876e-08,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,wrong_mean_confidence,0.646721807218367,1.0876606057197864e-08,0.6467217995274451,0.6467218149092889,1.681805984551462e-08,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,confidence_gap,0.2917373887657212,6.398848831106745e-08,0.2917373435190272,0.2917374340124152,2.1933591913531936e-07,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,fit_time_seconds,1.3960400499962589,0.9922661876030736,0.6944019000000026,2.097678199992515,0.7107720065808518,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,predict_time_seconds,29.94615090001219,13.268389795765426,20.563982500000066,39.32831930002431,0.443074966130623,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,wall_time_seconds,64.7009387499939,30.357730290710908,43.23478179999995,86.16709569998784,0.4692007701466893,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,seconds_per_test_sample,0.0748653772500304,0.03317097448941355,0.0514099562500001,0.0983207982500607,0.44307496613062325,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,peak_memory_mb,5518.056640625,17.967693795384733,5505.3515625,5530.76171875,0.0032561633498110723,2
tabicl,mfeat-fourier_2000rows_76feat_multiclass,feature_scale,F2_20_100,training_throughput,116541.79080106819,82834.64249820108,57968.85337342681,175114.72822870954,0.7107720065808517,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,accuracy,0.975,0.0,0.975,0.975,0.0,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,balanced_accuracy,0.975,0.0,0.975,0.975,0.0,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,macro_f1,0.975015727207024,0.0,0.975015727207024,0.975015727207024,0.0,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,mean_confidence,0.9866094891354441,4.688836821472523e-09,0.9866094858199358,0.9866094924509524,4.752474888095089e-09,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,correct_mean_confidence,0.9945729007323583,3.9985471636000374e-09,0.9945728979049584,0.994572903559758,4.0203660894597965e-09,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,wrong_mean_confidence,0.676036436855793,3.161013638317052e-08,0.6760364145040512,0.6760364592075347,4.675803649014463e-08,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,confidence_gap,0.3185364638765653,2.7611589180318174e-08,0.3185364443522234,0.3185364834009073,8.668266371858082e-08,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,fit_time_seconds,0.6042282000067871,0.016264870190272243,0.5927272000001267,0.6157292000134476,0.026918422857605033,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,predict_time_seconds,19.37593395001238,1.2069101481114766,18.522519599999896,20.229348300024867,0.06228913409929875,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,wall_time_seconds,41.00362489999179,3.4068597050496354,38.5946113,43.41263849998359,0.0830867932617908,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,seconds_per_test_sample,0.048439834875030896,0.0030172753702786756,0.0463062989999997,0.0505733707500621,0.062289134099298496,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,peak_memory_mb,4683.453125,17.241252063150117,4671.26171875,4695.64453125,0.00368131197280855,2
tabicl,mfeat-karhunen_2000rows_64feat_multiclass,feature_scale,F2_20_100,training_throughput,169533.8169274063,4563.582972715714,166306.87646089154,172760.75739392103,0.026918422857604995,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,accuracy,0.775,0.0,0.775,0.775,0.0,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,balanced_accuracy,0.775,0.0,0.775,0.775,0.0,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,macro_f1,0.7680489426622548,0.0,0.7680489426622548,0.7680489426622548,0.0,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,mean_confidence,0.7823578388616442,2.649983100750499e-08,0.782357820123434,0.7823578575998544,3.387175240176937e-08,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,correct_mean_confidence,0.8347801414228255,3.127024237519154e-08,0.834780119311425,0.8347801635342259,3.745925522604498e-08,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,wrong_mean_confidence,0.6017921300397979,1.0068413838848551e-08,0.6017921229203542,0.6017921371592416,1.6730717030451534e-08,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,confidence_gap,0.2329880113830275,2.1201828497090683e-08,0.2329879963910708,0.2329880263749842,9.099965432227891e-08,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,fit_time_seconds,0.814819200011982,0.5989458894754872,0.3913005000000567,1.2383379000239074,0.7350659992630016,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,predict_time_seconds,11.33096004998282,3.882466160734661,8.585641900000041,14.0762781999656,0.34264229541084185,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,wall_time_seconds,28.101868349990582,10.32553051992921,20.80061569999998,35.403120999981184,0.3674321718161729,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,seconds_per_test_sample,0.02832740012495705,0.009706165401836655,0.0214641047500001,0.035190695499914,0.34264229541084196,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,peak_memory_mb,1176.78125,17.313067595614374,1164.5390625,1189.0234375,0.014712222510015667,2
tabicl,mfeat-morphological_2000rows_6feat_multiclass,feature_scale,F1_6_20,training_throughput,16142.950653810498,11866.134153396539,7752.326727474514,24533.574580146484,0.7350659992630016,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,accuracy,0.975,0.0,0.975,0.975,0.0,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,balanced_accuracy,0.975,0.0,0.975,0.975,0.0,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,macro_f1,0.97494801061037,0.0,0.97494801061037,0.97494801061037,0.0,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,mean_confidence,0.9881675144284964,3.0556465861238856e-09,0.988167512267828,0.9881675165891648,3.0922354170801793e-09,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,correct_mean_confidence,0.9948017610571324,4.700994675417095e-09,0.9948017577330271,0.9948017643812376,4.72555926159756e-09,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,wrong_mean_confidence,0.7294318959116936,3.055646517039817e-07,0.7294316798448562,0.7294321119785309,4.1890771902984343e-07,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,confidence_gap,0.2653698651454388,3.1026564634014653e-07,0.2653696457544963,0.2653700845363813,1.169181912083733e-06,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,fit_time_seconds,1.6059576999944056,0.16984874590551416,1.4858564999885857,1.7260589000002255,0.10576165605489225,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,predict_time_seconds,141.71370854999805,63.19760980797692,97.0262500999961,186.401167,0.44595269190686765,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,wall_time_seconds,279.6138526499831,126.37315710658164,190.25453629996628,368.9731689999999,0.4519559954161995,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,seconds_per_test_sample,0.3542842713749951,0.15799402451994227,0.2425656252499902,0.4660029174999999,0.44595269190686765,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,peak_memory_mb,15247.337890625,3944.5813681698355,12458.09765625,18036.578125,0.25870623425976585,2
tabicl,mfeat-pixel_2000rows_240feat_multiclass,feature_scale,F3_100_300,training_throughput,240454.46530071658,25430.86245599742,222472.1300066584,258436.80059477472,0.1057616560548923,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,accuracy,0.8925,0.0,0.8925,0.8925,0.0,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,balanced_accuracy,0.8925000000000001,0.0,0.8925000000000001,0.8925000000000001,0.0,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,macro_f1,0.8913521741273422,0.0,0.8913521741273422,0.8913521741273422,0.0,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,mean_confidence,0.8809297825396061,1.1485016256900843e-08,0.8809297744184732,0.880929790660739,1.3037379918965883e-08,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,correct_mean_confidence,0.9220417618584567,3.4236936079610316e-09,0.9220417594375396,0.9220417642793736,3.71316544389516e-09,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,wrong_mean_confidence,0.539604744938917,1.3526197890907659e-07,0.5396046492942544,0.5396048405835795,2.506686239840018e-07,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,confidence_gap,0.3824370169195396,1.3868567255628992e-07,0.3824369188539601,0.3824371149851191,3.6263663406167563e-07,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,fit_time_seconds,0.5747632000225167,0.0049248573416772,0.5712807999998404,0.578245600045193,0.008568498020548751,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,predict_time_seconds,16.04970184998865,0.5848140068669904,15.636175900000126,16.463227799977176,0.03643768665194263,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,wall_time_seconds,34.28758280001523,2.1507805334059027,32.766751299999896,35.80841430003056,0.0627276803369454,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,seconds_per_test_sample,0.0401242546249716,0.001462035017167455,0.0390904397500003,0.0411580694999429,0.03643768665194213,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,peak_memory_mb,3596.5546875,17.915213213968546,3583.88671875,3609.22265625,0.004981215293690302,2
tabicl,mfeat-zernike_2000rows_47feat_multiclass,feature_scale,F2_20_100,training_throughput,130841.29369930044,1121.1133660685027,130048.54683567453,131634.04056292636,0.00856849802054882,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,accuracy,0.945945945945946,0.0,0.945945945945946,0.945945945945946,0.0,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,balanced_accuracy,0.6618357487922705,0.0,0.6618357487922705,0.6618357487922705,0.0,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,macro_f1,0.7130547177940543,0.0,0.7130547177940543,0.7130547177940543,0.0,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,mean_confidence,0.9484370569656562,4.461490714948351e-08,0.9484370254181528,0.9484370885131596,4.704045125801011e-08,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,correct_mean_confidence,0.9591179964088258,5.1379015405323014e-08,0.9591179600783756,0.959118032739276,5.356902445548797e-08,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,wrong_mean_confidence,0.761520616710186,7.375698489406456e-08,0.7615205645561218,0.7615206688642502,9.685487598838635e-08,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,confidence_gap,0.1975973796986398,1.2513600018163064e-07,0.1975972912141255,0.1975974681831541,6.332877509432481e-07,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,fit_time_seconds,0.3936170500037406,0.03250011258307029,0.3706360000069253,0.4165981000005558,0.08256784756341586,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,predict_time_seconds,4.714024750002864,0.20496289083852107,4.569094099999347,4.85895540000638,0.043479383691907125,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,wall_time_seconds,11.653788400001758,1.0461098941252502,10.914076999999452,12.393499800004063,0.08976565029489401,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,seconds_per_test_sample,0.0212343457207336,0.0009232562650383754,0.020581504954952,0.0218871864865152,0.0434793836919068,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,peak_memory_mb,1348.578125,21.340261685340884,1333.48828125,1363.66796875,0.015824268012163467,2
tabicl,pc1_1109rows_21feat_binclass,sample_scale,A_1000_3000,training_throughput,47484.50680736332,3920.6935196943587,44712.15783263329,50256.85578209336,0.08256784756341588,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,accuracy,0.9797297297297296,0.0,0.9797297297297296,0.9797297297297296,0.0,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,balanced_accuracy,0.979651210572166,0.0,0.979651210572166,0.979651210572166,0.0,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,macro_f1,0.979723471999211,0.0,0.979723471999211,0.979723471999211,0.0,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,mean_confidence,0.9819156697070276,2.107342299937305e-09,0.9819156682169116,0.9819156711971436,2.1461540587961784e-09,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,correct_mean_confidence,0.985741431507571,1.976541979444752e-09,0.9857414301099447,0.9857414329051972,2.005132295618206e-09,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,wrong_mean_confidence,0.7970038493474325,8.42936974928158e-09,0.797003843386968,0.797003855307897,1.05763225060749e-08,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,confidence_gap,0.1887375821601385,6.452827966098385e-09,0.1887375775973001,0.1887375867229769,3.4189417349976133e-08,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,fit_time_seconds,0.4521695000030377,0.03587972944442323,0.4267987000057474,0.477540300000328,0.0793501760826022,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,predict_time_seconds,56.496632349979336,8.275360816369668,50.6450685999589,62.34819609999977,0.14647529369726575,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,wall_time_seconds,126.81317950000494,36.68145319787645,100.87547520000952,152.75088380000034,0.2892558434580928,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,seconds_per_test_sample,0.03817340023647245,0.005591460011060587,0.0342196409459181,0.0421271595270268,0.14647529369726603,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,peak_memory_mb,6221.267578125,12.288742458980273,6212.578125,6229.95703125,0.001975279523772537,2
tabicl,ringnorm_7400rows_20feat_binclass,sample_scale,B_3000_10000,training_throughput,262675.6715615479,20843.360791024672,247937.18980349653,277414.1533195992,0.07935017608260243,2
