dataset,model,true_label,predicted_label,mean_count,std_count,min_count,max_count,run_count
mfeat-zernike_2000rows_47feat_multiclass,xgboost,3,7,1.0,0.0,1.0,1.0,3
mfeat-zernike_2000rows_47feat_multiclass,xgboost,4,5,1.0,0.0,1.0,1.0,3
mfeat-zernike_2000rows_47feat_multiclass,xgboost,6,2,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,7,4,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,7,5,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,7,6,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,8,10,1.0,0.0,1.0,1.0,3
mfeat-zernike_2000rows_47feat_multiclass,xgboost,8,4,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,8,5,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,8,7,1.0,0.0,1.0,1.0,4
mfeat-zernike_2000rows_47feat_multiclass,xgboost,9,1,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,9,10,1.0,0.0,1.0,1.0,7
mfeat-zernike_2000rows_47feat_multiclass,xgboost,9,4,1.0,0.0,1.0,1.0,7
