run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,retrieval_metric,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_222607,吴兆临,2026-06-18T22:26:07,pc1_1109rows_21feat_binclass,pc1,sample_scale,A_1000_3000,tabicl,retrieval_k,64,euclidean,42,887,222,100,21,2,0.97,0.7447916666666667,0.7779422649888971,True,0.9365174573659897,0.9451527712271386,0.6573089758555094,0.2878437953716292,48.195436200039694,105.76833149999584,157.8517653999952,1.578517653999952,625.671875,True,,
