run_id,runner_name,timestamp,dataset,dataset_preset,experiment_axis,scale_group,model,context_strategy,k,random_seed,fit_rows,test_rows_total,test_rows_used,n_features,n_classes,accuracy,balanced_accuracy,macro_f1,probabilities_available,mean_confidence,correct_mean_confidence,wrong_mean_confidence,confidence_gap,fit_time_seconds,predict_time_seconds,wall_time_seconds,seconds_per_test_sample,peak_memory_mb,success,error_type,error_message
run_20260618_181022,吴兆临,2026-06-18T18:10:22,pc1_1109rows_21feat_binclass,pc1,sample_scale,A_1000_3000,tabicl,retrieval_k,256,42,887,222,100,21,2,0.98,0.75,0.8281786941580755,True,0.9553784996271133,0.9589567227022988,0.7800455689430237,0.17891115375927513,56.58467900005053,331.34745560001465,392.11917159999575,3.9211917159999574,1302.359375,True,,
